ID,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
80,21.89,30.32,418.75,788.25,0.004928092,1
81,21.89,30.39,429,792.25,0.00493956,1
82,21.89,30.39,429,795.5,0.00493956,1
83,21.89,30.365,429,793.5,0.004935464,1
84,21.89,30.23,429,789.3333333,0.004913348,1
85,21.89,30.2,429,786,0.004908434,1
86,21.89,30.0225,429,771.75,0.004879358,1
87,21.89,29.96,429,760,0.004869121,1
88,21.89,29.9175,429,756,0.00486216,1
89,21.89,30.1,429,754,0.004892053,1
90,21.89,30.15,416.5,759,0.004900243,1
91,21.89,30.13333333,421.6666667,756.6666667,0.004897513,1
92,21.89,30.47,438,764.25,0.004952667,1
93,21.89,30.16666667,441,768,0.004902973,1
94,21.89,30.075,438,770.25,0.004887958,1
95,21.89,30.125,438,766.25,0.004896148,1
96,21.89,30.175,438,767.75,0.004904339,1
97,21.89,30.295,438,777,0.004923997,1
98,21.89,30.2,441,775.3333333,0.004908434,1
99,21.89,30.2,436.3333333,768,0.004908434,1
100,21.865,30.15,438,766.75,0.004892711,1
101,21.89,30.075,438,772.5,0.004887958,1
102,21.89,30.0725,435.5,774.75,0.004887548,1
103,21.89,30.03,435,766.3333333,0.004880587,1
104,21.89,29.9175,434.5,752,0.00486216,1
105,21.89,30.1,430.5,754,0.004892053,1
106,21.89,30.1,441,755,0.004892053,1
107,21.89,30.075,431,763.25,0.004887958,1
108,21.89,30.1975,425,769.5,0.004908024,1
109,21.89,30.23,419,769.3333333,0.004913348,1
110,21.9175,30.5475,395.25,772.25,0.004973773,1
111,21.96333333,30.79333333,426.6666667,784.6666667,0.00502828,1
112,21.9725,30.2,424.75,784.25,0.004933406,1
113,22,30.175,423.5,794.25,0.004937632,1
114,21.945,30.245,423.5,791,0.004932467,1
115,21.92666667,30.29,426.6666667,791.3333333,0.004934296,1
116,21.9725,30.175,428.25,793.25,0.00492929,1
117,21.89,30.245,433,787.5,0.004915806,1
118,21.92666667,30.35666667,433,789,0.004945242,1
119,21.945,30.1725,428.25,782.75,0.00492055,1
120,21.9175,30.34,428.25,783.5,0.004939719,1
121,21.92666667,30.29,426.6666667,791,0.004934296,1
122,21.9175,30.2925,428.25,786,0.004931925,1
123,21.9175,30.27,433,786.5,0.004928232,1
124,21.92666667,30.19666667,433,786.3333333,0.004918972,1
125,21.89,30.34,428.25,786.3333333,0.004931369,1
126,21.945,30.34,433,787.6666667,0.004948083,1
127,21.945,30.39,433,786.5,0.004956302,1
128,21.89,30.365,433,791.75,0.004935464,1
129,21.89,30.39,433,788,0.00493956,1
130,21.9175,30.4725,433,797.75,0.004961464,1
131,21.9175,30.39,433,801.75,0.004947925,1
132,21.945,30.5,433,803.5,0.004974386,1
133,21.89,30.4725,433,811,0.004953076,1
134,21.89,30.42666667,433,803.6666667,0.004945567,1
135,21.9725,30.5,433,801.5,0.004982806,1
136,21.945,30.5,433,804,0.004974386,1
137,21.9725,30.4175,433,807,0.004969221,1
138,21.945,30.3675,433,801.75,0.004952603,1
139,21.9725,30.4725,433,796.25,0.004978278,1
140,21.92666667,30.53333333,433,807,0.004974252,1
141,21.9725,30.55,433,823.75,0.00499104,1
142,21.89,30.46333333,433,818,0.004951574,1
143,21.956,30.458,433,807.5,0.004970843,1
144,21.9175,30.5,433,814,0.004965977,1
145,21.96333333,30.39,433,804.25,0.004961894,1
146,21.945,30.445,433,805,0.004965344,1
147,21.945,30.3975,433,805.75,0.004957535,1
148,21.945,30.3425,433,799.25,0.004948494,1
149,22,30.445,433,797,0.004982167,1
150,21.9725,30.4175,433,798.25,0.004969221,1
151,22,30.2,433,784.5,0.004941755,1
152,21.92666667,30.32666667,423.6666667,780.6666667,0.004940317,1
153,21.9725,30.365,433,782.75,0.004960575,1
154,21.89,30.39,426,787,0.00493956,1
155,21.89,30.245,426,790.5,0.004915806,1
156,21.89,30.3175,429.5,782.25,0.004927683,1
157,21.89,30.19666667,423.6666667,778,0.004907888,1
158,21.89,30.2475,422.5,778,0.004916215,1
159,21.89,30.13333333,428.3333333,773.3333333,0.004897513,1
160,21.89,30.175,419,766.25,0.004904339,1
161,21.89,30.125,419,756.25,0.004896148,1
162,21.89,30.175,419,751.3333333,0.004904339,1
163,21.89,30.03333333,419,746.5,0.004881133,1
164,21.89,29.8675,419,740.5,0.004853971,1
165,21.84,29.84,419,735,0.004834569,1
166,21.89,29.89,419,719,0.004857656,1
167,21.815,29.84,419,718,0.004827135,1
168,21.82333333,29.85666667,419,716,0.00483233,1
169,21.84,29.84,419,712.25,0.004834569,1
170,21.815,29.815,419,708.5,0.004823059,1
171,21.84,29.795,419,702,0.004827221,1
172,21.82333333,29.82333333,419,702,0.004826893,1
173,21.815,29.7475,419,695.75,0.004812056,1
174,21.79,29.73,419,686.6666667,0.004801807,1
175,21.815,29.55,419,679.75,0.004779862,1
176,21.79,29.5,419,674,0.004764374,1
177,21.79,29.3675,419,669.25,0.004742812,1
178,21.79,29.745,419,667.5,0.004804248,1
179,21.815,29.6725,419,679,0.00479983,1
180,21.79,29.6,419,678,0.004780649,1
181,21.84,29.55,419,674,0.004787222,1
182,21.79,29.4725,419,666.5,0.004759899,1
183,21.79,29.34,419,665.6666667,0.004738337,1
184,21.89,29.29,419,648.6666667,0.004759399,1
185,21.84,29.315,419,643.25,0.004748861,1
186,21.89,29.29,419,635,0.004759399,1
187,21.865,29.29,419,636.25,0.004752084,1
188,21.89,29.34,419,636.25,0.004767586,1
189,21.89,29.29,419,639,0.004759399,1
190,21.85666667,29.43333333,419,640.3333333,0.00477307,1
191,21.89,29.2675,419,639.75,0.004755715,1
192,21.89,29.245,419,638.5,0.004752031,1
193,21.89,29.42,415.5,643.5,0.004780685,1
194,21.89,29.7725,415,648,0.004838411,1
195,21.89,29.7475,419,656.75,0.004834317,1
196,21.89,29.45666667,419,655.6666667,0.004786689,1
197,21.89,29.2675,419,646.75,0.004755715,1
198,21.89,29.29,419,643,0.004759399,1
199,21.89,29.23,419,639,0.004749575,1
200,21.89,29.2,419,633.5,0.004744663,1
201,21.865,29.125,419,631,0.004725111,1
202,21.89,29.125,419,626,0.004732384,1
203,21.815,28.9725,419,614.75,0.004685745,1
204,21.79,28.89,419,606,0.004665118,1
205,21.82333333,28.85666667,419,603,0.004669264,1
206,21.79,28.79,419,600.75,0.004648849,1
207,21.79,28.695,419,601,0.004633395,1
208,21.79,28.63333333,419,601.6666667,0.004623363,1
209,21.79,28.7225,419,597.25,0.004637868,1
210,21.79,28.6475,419,596.5,0.004625668,1
211,21.79,28.53333333,419,596.6666667,0.004607097,1
212,21.79,28.525,419,595.25,0.004605742,1
213,21.79,28.42,419,588.5,0.004588663,1
214,21.79,28.55,419,585,0.004609808,1
215,21.7675,28.5,419,585.75,0.004595307,1
216,21.7,28.445,412,584.5,0.004567351,1
217,21.7,28.5,279.3333333,585,0.004576247,1
218,21.7,28.56666667,0,582,0.004587031,0
219,21.7,28.76,0,578,0.004618306,0
220,21.7,28.79,0,584,0.004623159,0
221,21.7,28.79,0,586.5,0.004623159,0
222,21.7,28.84,0,587.5,0.004631248,0
223,21.7,28.86,0,586,0.004634483,0
224,21.7,28.86,0,592.3333333,0.004634483,0
225,21.7,28.79,0,590,0.004623159,0
226,21.6,28.895,0,590,0.004611643,0
227,21.63333333,28.79,0,590.5,0.00460421,0
228,21.6,28.73,0,593.5,0.004585114,0
229,21.6,28.79,0,595,0.004594761,0
230,21.6,28.79,0,594.6666667,0.004594761,0
231,21.55,28.79,0,593,0.00458062,0
232,21.6,28.79,0,582.5,0.004594761,0
233,21.6,28.79,0,579.5,0.004594761,0
234,21.6,28.79,0,588,0.004594761,0
235,21.5,28.84,0,596.5,0.004574506,0
236,21.5,28.82333333,0,622.3333333,0.004571843,0
237,21.5,28.79,0,606,0.004566517,0
238,21.5,29.6,0,605,0.004695965,0
239,21.5,28.995,0,642.5,0.004599273,0
240,21.39,29.015,0,604.25,0.004571333,0
241,21.39,29.445,0,596,0.004639585,0
242,21.39,29.2,0,612,0.004600696,0
243,21.39,29.1,0,720.5,0.004584824,0
244,21.32333333,29.33,0,1760,0.004602344,0
245,21.29,29,0,1665,0.004540823,0
246,21.29,29.03,0,1255.666667,0.004545555,0
247,21.29,29.2,0,724,0.00457237,0
248,21.29,29.1,0,619,0.004556596,0
249,21.29,29.9,0,562.5,0.004682806,0
250,21.29,29.92666667,0,582,0.004687014,0
251,21.29,29.8,0,616,0.004667027,0
252,21.245,29.55,0,648.5,0.004614732,0
253,21.2,29.5,0,673,0.004594069,0
254,21.2,30.1,0,608,0.004688212,0
255,21.2,29.6,0,752,0.004609757,0
256,21.2,30.45,0,621.5,0.004743141,0
257,21.2,30,0,589.3333333,0.004672519,0
258,21.2,29.9,0,608.5,0.004656827,0
259,21.2,29.945,0,620,0.004663889,0
260,21.2,29.495,0,598.5,0.004593284,0
261,21.2,29.64,0,640.5,0.004616033,0
262,21.2,29.96333333,0,695,0.004666765,0
263,21.2,29.89,0,670,0.004655258,0
264,21.2,29.79,0,619,0.004639567,0
265,21.2,29.76,0,571.6666667,0.00463486,0
266,21.2,29.995,0,533.5,0.004671734,0
267,21.16666667,29.99666667,0,618.6666667,0.004662375,0
268,21.2,30.2,0,516,0.004703905,0
269,21.15,31.05,0,515,0.00482239,0
270,21.15,29.8,0,513.5,0.004626808,0
271,21.15,29.645,0,520,0.004602564,0
272,21.1,29.65,0,527.5,0.004589129,0
273,21.1,29.45,0,526,0.004557947,0
274,21.1,29.66333333,0,526.3333333,0.004591208,0
275,21.1,29.795,0,528,0.004611738,0
276,21.1,29.89,0,524,0.004626552,0
277,21.1,29.695,0,524.5,0.004596146,0
278,21.1,29.89666667,0,521.3333333,0.004627591,0
279,21.1,29.995,0,524,0.004642926,0
280,21.1,29.945,0,522.5,0.004635129,0
281,21.1,29.79,0,526,0.004610959,0
282,21.05,29.75,0,520,0.004590495,0
283,21.1,30.29,0,526,0.004688933,0
284,21.1,29.39,0,530,0.004548593,0
285,21.1,29.6,0,529,0.004581333,0
286,21.1,29.34,0,529,0.004540798,0
287,21.1,29.745,0,527,0.004603942,0
288,21.1,29.39333333,0,530,0.004549113,0
289,21.1,30.05,0,526,0.004651503,0
290,21.075,29.5,0,526,0.004558685,0
291,21.1,29.5,0,526,0.004565742,0
292,21.1,30.09,0,531.5,0.004657741,0
293,21.1,30.1,0,534,0.0046593,0
294,21,29.495,0,533,0.004536796,0
295,21.1,29.445,0,521.3333333,0.004557167,0
296,21.1,29.645,0,523.5,0.00458835,0
297,21.1,30.1,0,521,0.0046593,0
298,21,29.945,0,522,0.004606525,0
299,21.1,29.6,0,520,0.004581333,0
300,21.025,30.1225,0,520.5,0.004641213,0
301,21,30,0,520,0.004615049,0
302,21,29.53,0,523.6666667,0.004542218,0
303,21,29.55,0,520,0.004545317,0
304,21,29.195,0,524.5,0.004490318,0
305,21,29.53,0,519.3333333,0.004542218,0
306,21,29.445,0,519,0.004529049,0
307,21,30.1,0,520,0.004630547,0
308,21,29.945,0,522.5,0.004606525,0
309,21,29.8,0,527.5,0.004584055,0
310,21,30.06666667,0,537,0.004625381,0
311,21,29.76666667,0,542.3333333,0.00457889,0
312,21,29.5,0,548,0.00453757,0
313,21,29.995,0,545.5,0.004614274,0
314,21,29.92666667,0,549.6666667,0.004603684,0
315,21,29.495,0,562,0.004536796,0
316,21,29.5,0,583,0.00453757,0
317,21,29.4475,0,552,0.004529436,0
318,21,29.69666667,0,540,0.004568043,0
319,21,29.445,0,527.3333333,0.004529049,0
320,21,29.4,0,523.3333333,0.004522077,0
321,21,29.495,0,517,0.004536796,0
322,21,30.06,0,517.3333333,0.004624348,0
323,21,30,0,513,0.004615049,0
324,21,29.995,0,511,0.004614274,0
325,21,29.56,0,513,0.004546867,0
326,21,29.35,0,513,0.00451433,0
327,21,29.9,0,512.3333333,0.004599552,0
328,21,29.8,0,510.5,0.004584055,0
329,20.92666667,29.59333333,0,512,0.004531404,0
330,20.945,29.445,0,509,0.004513649,0
331,20.945,29.6,0,502.5,0.004537582,0
332,21,29.55,0,503,0.004545317,0
333,21,29.6,0,502,0.004553064,0
334,21,29.2,0,502,0.004491092,0
335,21,29.23,0,500,0.00449574,0
336,21,29.745,0,504,0.004575532,0
337,21,29.245,0,506.5,0.004498063,0
338,21,30.09,0,497,0.004628997,0
339,20.9725,30.0475,0,493.5,0.004614544,0
340,20.945,30.4,0,494.5,0.004661139,0
341,20.92666667,30.09333333,0,499.6666667,0.004608532,0
342,20.92666667,29.83,0,498.3333333,0.004567909,0
343,20.89,30.29,0,498,0.004628346,0
344,20.89,29.35,0,499,0.004483677,0
345,20.89,29.76333333,0,501.6666667,0.004547282,0
346,20.945,30,0,499,0.004599354,0
347,20.89,29.6175,0,492.25,0.00452484,0
348,20.89,29.79,0,495,0.004551386,0
349,20.89,29.92,0,492,0.004571394,0
350,20.89,29.3,0,494.5,0.004475984,0
351,20.89,29.5,0,499,0.004506758,0
352,20.89,29.59333333,0,497.3333333,0.004521121,0
353,20.89,29.7,0,493,0.004537536,0
354,20.89,29.79,0,491.5,0.004551386,0
355,20.89,29.7675,0,492,0.004547923,0
356,20.89,29.495,0,492,0.004505989,0
357,20.89,30.42,0,486,0.004648358,0
358,20.89,29.6,0,488,0.004522147,0
359,20.85666667,29.62666667,0,491.3333333,0.004516909,0
360,20.89,29.495,0,491,0.004505989,0
361,20.89,29.35,0,491,0.004483677,0
362,20.89,29.5,0,496,0.004506758,0
363,20.89,29.29,0,500,0.004474446,0
364,20.79,29.16666667,0,495.6666667,0.004427939,0
365,20.89,29.65,0,489,0.004529841,0
366,20.89,29.65,0,489,0.004529841,0
367,20.79,29.5,0,489,0.004478908,0
368,20.85666667,29.53333333,0,495,0.004502577,0
369,20.82333333,30.12666667,0,494,0.004584219,0
370,20.79,29.29666667,0,495.5,0.004447816,0
371,20.84,30.045,0,495,0.004576428,0
372,20.79,29.545,0,493.5,0.004485789,0
373,20.79,29.495,0,494,0.004478143,0
374,20.79,29.29,0,496,0.004446796,0
375,20.79,29.395,0,486,0.004462852,0
376,20.79,30.25,0,485,0.004593619,0
377,20.79,29.34,0,490,0.004454442,0
378,20.79,29.3,0,488,0.004448325,0
379,20.76,29.56333333,0,484.6666667,0.00448025,0
380,20.79,30.09666667,0,485.3333333,0.004570164,0
381,20.79,29.89,0,487.5,0.004538553,0
382,20.79,29.89,0,493,0.004538553,0
383,20.79,29.795,0,496.5,0.004524023,0
384,20.79,30.05,0,490,0.004563026,0
385,20.79,29.85,0,493.5,0.004532435,0
386,20.79,29.45,0,489,0.004471262,0
387,20.79,29.83,0,486.3333333,0.004529376,0
388,20.79,29.445,0,486.5,0.004470497,0
389,20.79,29.39,0,486,0.004462087,0
390,20.79,29.55,0,486,0.004486554,0
391,20.79,29.39,0,486,0.004462087,0
392,20.79,30.2,0,488,0.004585971,0
393,20.79,29.79333333,0,489.3333333,0.004523768,0
394,20.79,29.39,0,488.5,0.004462087,0
395,20.79,29.245,0,488,0.004439916,0
396,20.79,29.05,0,493,0.004410101,0
397,20.79,29.2475,0,489,0.004440298,0
398,20.79,30.6,0,486,0.004647166,0
399,20.79,29.79,0,486.6666667,0.004523258,0
400,20.745,29.545,0,490.5,0.004473287,0
401,20.79,29.945,0,487.5,0.004546965,0
402,20.79,30.045,0,488,0.004562261,0
403,20.79,29.59,0,494,0.004492671,0
404,20.79,29.495,0,492,0.004478143,0
405,20.79,29.95,0,487.5,0.00454773,0
406,20.79,29.795,0,489.5,0.004524023,0
407,20.7,29.79,0,488,0.004498074,0
408,20.7,29,0,488,0.00437795,0
409,20.79,29.495,0,492,0.004478143,0
410,20.79,29.33,0,488,0.004452913,0
411,20.79,29.2,0,486,0.004433035,0
412,20.79,29.84,0,489,0.004530905,0
413,20.76,29.42666667,0,488.3333333,0.00445939,0
414,20.745,29.52,0,487.5,0.004469475,0
415,20.79,29.5,0,489,0.004478908,0
416,20.79,28.895,0,495,0.004386405,0
417,20.7,29.145,0,492,0.004399995,0
418,20.7225,29.67,0,488.75,0.004486083,0
419,20.7,29.35666667,0,491,0.004432178,0
420,20.745,29.39,0,492.5,0.004449651,0
421,20.745,29.29,0,486,0.004434403,0
422,20.7,29.39,0,495,0.004437246,0
423,20.7,29.34,0,494.5,0.004429643,0
424,20.7,28.65,0,495,0.004324746,0
425,20.7,28.9,0,496,0.004362748,0
426,20.7,29.6,0,490.5,0.004469179,0
427,20.7,29.695,0,492,0.004483626,0
428,20.7,28.645,0,485,0.004323986,0
429,20.7,29.26333333,0,490.3333333,0.004417986,0
430,20.7,29.29,0,489,0.004422041,0
431,20.7,29.99666667,0,490,0.004529507,0
432,20.7,29.49666667,0,493.3333333,0.004453466,0
433,20.7,29.2,0,488,0.004408357,0
434,20.7,29.13,0,490.6666667,0.004397714,0
435,20.7,28.7225,0,489,0.004335766,0
436,20.7,29.02666667,0,487,0.004382004,0
437,20.7,29.545,0,490.5,0.004460816,0
438,20.7,28.895,0,494,0.004361988,0
439,20.7,28.895,0,494.5,0.004361988,0
440,20.7,29.195,0,486,0.004407597,0
441,20.7,29.4,0,488.5,0.004438767,0
442,20.7,29.945,0,489.5,0.004521648,0
443,20.7,29.445,0,491.5,0.004445609,0
444,20.7,29.195,0,489,0.004407597,0
445,20.7,29.09,0,491.5,0.004391633,0
446,20.7,29.3,0,489,0.004423561,0
447,20.7,28.995,0,492.5,0.00437719,0
448,20.7,29.045,0,491,0.004384792,0
449,20.7,29.35,0,485,0.004431164,0
450,20.7,28.745,0,488,0.004339186,0
451,20.7,28.495,0,489.5,0.004301186,0
452,20.7,28.56,0,486.3333333,0.004311066,0
453,20.7,28.2,0,487,0.004256353,0
454,20.6,28,0,487,0.004199819,0
455,20.7,28.8,0,491.5,0.004347546,0
456,20.7,28.29,0,487,0.00427003,0
457,20.63333333,28.99666667,0,487,0.00435937,0
458,20.6,28.195,0,488,0.004229267,0
459,20.6,28.33,0,486.3333333,0.004249655,0
460,20.6,28.4,0,486,0.004260228,0
461,20.6,28.1,0,487,0.00421492,0
462,20.6,28.495,0,497,0.004274576,0
463,20.6,29,0,498,0.004350862,0
464,20.6,28.945,0,497,0.004342553,0
465,20.6,28.79,0,496.5,0.004319137,0
466,20.6,28.03333333,0,487,0.004204853,0
467,20.5,27.995,0,486.5,0.00417307,0
468,20.5,27.895,0,491.5,0.004158064,0
469,20.5,28.59,0,489,0.004262371,0
470,20.53333333,28.02333333,0,488,0.00418598,0
471,20.5,27.79,0,487,0.004142308,0
472,20.5,27.79,0,488,0.004142308,0
473,20.55,28.195,0,488.5,0.004216158,0
474,20.5,28.09666667,0,495,0.004188327,0
475,20.5,27.96333333,0,499.3333333,0.004168318,0
476,20.55,28.1,0,499,0.004201856,0
477,20.55,28.245,0,489,0.004223685,0
478,20.55,28.195,0,489.5,0.004216158,0
479,20.5,27.79,0,486,0.004142308,0
480,20.5,28.09666667,0,490.3333333,0.004188327,0
481,20.5,27.7,0,488,0.004128804,0
482,20.5,28.16,0,484.6666667,0.004197832,0
483,20.5,27.73,0,491.6666667,0.004133305,0
484,20.5,28.7,0,492,0.004278884,0
485,20.5,28.445,0,488.5,0.004240607,0
486,20.53333333,28,0,489.3333333,0.004182471,0
487,20.6,27.9,0,490,0.004184719,0
488,20.55,27.6,0,491.5,0.004126594,0
489,20.55,28.04,0,493.5,0.004192823,0
490,20.5,28.895,0,491,0.004308158,0
491,20.5,28.195,0,498.5,0.004203084,0
492,20.5,28.145,0,486,0.004195581,0
493,20.56666667,29.03,0,489.3333333,0.004346388,0
494,20.6,28.1,0,488,0.00421492,0
495,20.6,27.95,0,489.5,0.004192269,0
496,20.6,27.84,0,488,0.004175659,0
497,20.6,28.4,0,493.5,0.004260228,0
498,20.6,27.995,0,497.5,0.004199064,0
499,20.65,28.495,0,496.5,0.004287863,0
500,20.6,28,0,493,0.004199819,0
501,20.6,28.29,0,492,0.004243614,0
502,20.6,27.84,0,491.5,0.004175659,0
503,20.6,27.76333333,0,494,0.004164083,0
504,20.6,27.745,0,493,0.004161315,0
505,20.6,27.945,0,492,0.004191514,0
506,20.6,27.945,0,493.5,0.004191514,0
507,20.6,28.1,0,497,0.00421492,0
508,20.6,28.29,0,499,0.004243614,0
509,20.6,27.695,0,501,0.004153766,0
510,20.6,28.1475,0,498.25,0.004222093,0
511,20.6,28.29,0,498,0.004243614,0
512,20.6,28.03,0,498,0.004204349,0
513,20.6,27.53,0,495,0.004128854,0
514,20.6,27.7,0,493,0.004154521,0
515,20.6,27.995,0,494.5,0.004199064,0
516,20.6,27.295,0,495,0.004093378,0
517,20.6,27.495,0,494.5,0.00412357,0
518,20.7,27.79,0,500,0.004194052,0
519,20.65,27.59,0,499.5,0.004150772,0
520,20.6,27.56333333,0,497.6666667,0.004133887,0
521,20.65,27.95,0,489.5,0.004205298,0
522,20.6,27.4,0,490,0.004109228,0
523,20.6,27.79,0,493,0.004168109,0
524,20.6,27.445,0,497.5,0.004116022,0
525,20.6,27.79,0,503,0.004168109,0
526,20.6,28.5,0,502,0.004275331,0
527,20.6,27.36333333,0,497.6666667,0.004103693,0
528,20.6,27,0,498,0.004048849,0
529,20.6,27.2,0,499,0.004079037,0
530,20.65,27.34,0,495.5,0.004112912,0
531,20.7,27.65,0,497.5,0.004172782,0
532,20.65,27.695,0,497,0.004166674,0
533,20.6,27.53,0,495.6666667,0.004128854,0
534,20.6,27.22666667,0,495.6666667,0.004083063,0
535,20.6,27.79,0,498,0.004168109,0
536,20.63333333,27.09666667,0,497,0.004071854,0
537,20.6,26.84,0,498,0.004024701,0
538,20.6,26.89666667,0,500,0.004033253,0
539,20.6,27.195,0,497,0.004078283,0
540,20.6,27.745,0,499,0.004161315,0
541,20.6,27.56666667,0,499.3333333,0.00413439,0
542,20.55,27.495,0,498.5,0.004110791,0
543,20.55,27.445,0,502.5,0.004103266,0
544,20.6,26.895,0,501,0.004033002,0
545,20.55,27.55,0,499,0.004119068,0
546,20.6,27.245,0,504.5,0.00408583,0
547,20.6,27.49666667,0,508,0.004123822,0
548,20.56666667,27.09333333,0,501.3333333,0.004054539,0
549,20.55,26.995,0,502.5,0.004035551,0
550,20.6,27.04,0,502,0.004054887,0
551,20.6,27.04,0,504.6666667,0.004054887,0
552,20.6,27.245,0,506.5,0.00408583,0
553,20.6,26.65,0,508,0.003996027,0
554,20.55,26.85,0,505.5,0.004013734,0
555,20.6,26.8,0,502.3333333,0.004018664,0
556,20.6,27.16666667,0,500,0.004074006,0
557,20.6,26.89,0,498,0.004032247,0
558,20.55,27.39,0,503,0.004094989,0
559,20.6,26.99666667,0,502.3333333,0.004048346,0
560,20.6,27.36333333,0,500.3333333,0.004103693,0
561,20.6,26.7,0,499,0.004003572,0
562,20.6,26.49666667,0,507.6666667,0.003972889,0
563,20.6,27,0,504,0.004048849,0
564,20.6,26.89,0,505,0.004032247,0
565,20.6,26.5,0,505,0.003973392,0
566,20.55,26.795,0,506.5,0.00400546,0
567,20.6,26.76333333,0,506,0.00401313,0
568,20.6,26.5,0,505,0.003973392,0
569,20.6,27.15,0,504,0.00407149,0
570,20.6,26.85,0,509,0.00402621,0
571,20.6,26.79333333,0,505.6666667,0.004017658,0
572,20.6,27.145,0,508,0.004070735,0
573,20.6,27.2,0,506,0.004079037,0
574,20.56666667,27.15666667,0,499,0.004064079,0
575,20.575,27.0425,0,504.6666667,0.004048977,0
576,20.6,26.84,0,508.6666667,0.004024701,0
577,20.6,26.6,0,510.5,0.003988482,0
578,20.6,26.65,0,506,0.003996027,0
579,20.55,26.79,0,504,0.004004707,0
580,20.6,26.545,0,506,0.003980182,0
581,20.6,26.395,0,507,0.003957548,0
582,20.6,26.8,0,508.5,0.004018664,0
